system,game,art_old,art_new,score
N64,007 - GoldenEye (USA),007 - GoldenEye (USA).png,007 - GoldenEye (USA).png,100.0
N64,007 - The World Is Not Enough (USA),007 - The World Is Not Enough (USA).jpg,007 - The World Is Not Enough (USA).jpg,100.0
N64,"1080 Snowboarding (Japan, USA) (En,Ja)","1080 Snowboarding (Japan, USA) (En,Ja).png","1080 Snowboarding (Japan, USA) (En,Ja).png",100.0
N64,AeroFighters Assault (USA),AeroFighters Assault (USA).jpg,AeroFighters Assault (USA).jpg,100.0
N64,AeroGauge (USA),AeroGauge (USA).jpg,AeroGauge (USA).jpg,100.0
N64,Aidyn Chronicles - The First Mage (USA),Aidyn Chronicles - The First Mage (USA).jpg,Aidyn Chronicles - The First Mage (USA).jpg,100.0
N64,Air Boarder 64 (Europe),Bomberman 64 - The Second Attack! (USA).jpg,Air Boarder 64 (Europe).jpg,85.5
N64,All Star Tennis '99 (USA),All Star Tennis '99 (USA).jpg,All Star Tennis '99 (USA).jpg,100.0
N64,All-Star Baseball '99 (USA),All-Star Baseball '99 (USA).jpg,All-Star Baseball '99 (USA).jpg,100.0
N64,All-Star Baseball 2000 (USA),All-Star Baseball 2000 (USA).jpg,All-Star Baseball 2000 (USA).jpg,100.0
N64,All-Star Baseball 2001 (USA),All-Star Baseball 2001 (USA).jpg,All-Star Baseball 2001 (USA).jpg,100.0
N64,Armorines - Project S.W.A.R.M. (USA),Armorines - Project S.W.A.R.M. (USA).jpg,Armorines - Project S.W.A.R.M. (USA).jpg,100.0
N64,Army Men - Air Combat (USA),Army Men - Air Combat (USA).jpg,Army Men - Air Combat (USA).jpg,100.0
N64,Army Men - Sarge's Heroes (USA),Army Men - Sarge's Heroes (USA).jpg,Army Men - Sarge's Heroes (USA).jpg,100.0
N64,Army Men - Sarge's Heroes 2 (USA),Army Men - Sarge's Heroes 2 (USA).jpg,Army Men - Sarge's Heroes 2 (USA).jpg,100.0
N64,Automobili Lamborghini (USA),Automobili Lamborghini (USA).jpg,Automobili Lamborghini (USA).jpg,100.0
N64,Banjo-Kazooie (USA) (Rev A),Banjo-Kazooie (USA) (Rev A).jpg,Banjo-Kazooie (USA) (Rev A).jpg,100.0
N64,Banjo-Tooie (USA),Banjo-Tooie (USA).jpg,Banjo-Tooie (USA).jpg,100.0
N64,Bassmasters 2000 (USA),Bassmasters 2000 (USA).jpg,Bassmasters 2000 (USA).jpg,100.0
N64,BattleTanx (USA),BattleTanx (USA).jpg,BattleTanx (USA).jpg,100.0
N64,BattleTanx - Global Assault (USA),BattleTanx - Global Assault (USA).jpg,BattleTanx - Global Assault (USA).jpg,100.0
N64,Battlezone - Rise of the Black Dogs (USA),Battlezone - Rise of the Black Dogs (USA).jpg,Battlezone - Rise of the Black Dogs (USA).jpg,100.0
N64,"Beetle Adventure Racing! (USA) (En,Fr,De)","Beetle Adventure Racing! (USA) (En,Fr,De).jpg","Beetle Adventure Racing! (USA) (En,Fr,De).jpg",100.0
N64,Big Mountain 2000 (USA),Big Mountain 2000 (USA).jpg,Big Mountain 2000 (USA).jpg,100.0
N64,Bio F.R.E.A.K.S. (USA),Bio F.R.E.A.K.S. (USA).jpg,Bio F.R.E.A.K.S. (USA).jpg,100.0
N64,Blast Corps (USA) (Rev A),Blast Corps (USA) (Rev A) (1).jpg,Blast Corps (USA) (Rev A).jpg,100.0
N64,Blues Brothers 2000 (USA),Blues Brothers 2000 (USA).jpg,Blues Brothers 2000 (USA).jpg,100.0
N64,Body Harvest (USA),Body Harvest (USA).jpg,Body Harvest (USA).jpg,100.0
N64,Bomberman 64 (USA),Bomberman 64 (USA).jpg,Bomberman 64 (USA).jpg,100.0
N64,Bomberman Hero (Europe),Bomberman Hero (Europe).jpg,Bomberman Hero (Europe).jpg,100.0
N64,Bottom of the 9th (USA),Bottom of the 9th (USA).jpg,Bottom of the 9th (USA).jpg,100.0
N64,Buck Bumble (USA),Buck Bumble (USA).jpg,Buck Bumble (USA).jpg,100.0
N64,"Bug's Life, A (USA)","Bug's Life, A (USA).jpg","Bug's Life, A (USA).jpg",100.0
N64,Bust-A-Move '99 (USA),Bust-A-Move '99 (USA).jpg,Bust-A-Move '99 (USA).jpg,100.0
N64,Bust-A-Move 2 - Arcade Edition (USA),Bust-A-Move 2 - Arcade Edition (USA).jpg,Bust-A-Move 2 - Arcade Edition (USA).jpg,100.0
N64,California Speed (USA),California Speed (USA).jpg,California Speed (USA).jpg,100.0
N64,Carmageddon 64 (USA),Carmageddon 64 (USA).jpg,Carmageddon 64 (USA).jpg,100.0
N64,Castlevania (USA) (Rev B),Castlevania (USA) (Rev B).jpg,Castlevania (USA) (Rev B).jpg,100.0
N64,"Castlevania - Legacy of Darkness (Europe) (En,Fr,De)","Castlevania - Legacy of Darkness (Europe) (En,Fr,De).jpg","Castlevania - Legacy of Darkness (Europe) (En,Fr,De).jpg",100.0
N64,Chameleon Twist (USA),Chameleon Twist (USA).jpg,Chameleon Twist (USA).jpg,100.0
N64,Chameleon Twist 2 (USA),Chameleon Twist 2 (USA).jpg,Chameleon Twist 2 (USA).jpg,100.0
N64,Charlie Blast's Territory (USA),Charlie Blast's Territory (USA).jpg,Charlie Blast's Territory (USA).jpg,100.0
N64,Chopper Attack (USA),Chopper Attack (USA).jpg,Chopper Attack (USA).jpg,100.0
N64,Clay Fighter - Sculptor's Cut (USA),Clay Fighter - Sculptor's Cut (USA).jpg,Clay Fighter - Sculptor's Cut (USA).jpg,100.0
N64,Clay Fighter 63 1-3 (USA),Clay Fighter 63 1-3 (USA).jpg,Clay Fighter 63 1-3 (USA).jpg,100.0
N64,Command - Conquer (USA),Command - Conquer (USA).jpg,Command - Conquer (USA).jpg,100.0
N64,Conker's Bad Fur Day (USA),Conker's Bad Fur Day (USA).jpg,Conker's Bad Fur Day (USA).jpg,100.0
N64,Cruis'n Exotica (USA),Cruis'n Exotica (USA).jpg,Cruis'n Exotica (USA).jpg,100.0
N64,Cruis'n USA (USA) (Rev B),Cruis'n USA (USA) (Rev B).jpg,Cruis'n USA (USA) (Rev B).jpg,100.0
N64,Cruis'n World (USA),Cruis'n World (USA).jpg,Cruis'n World (USA).jpg,100.0
N64,CyberTiger (USA),CyberTiger (USA).jpg,CyberTiger (USA).jpg,100.0
N64,"Daffy Duck Starring as Duck Dodgers (Europe) (En,Fr,De,Es,It,Nl)","Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es).jpg","Daffy Duck Starring as Duck Dodgers (Europe) (En,Fr,De,Es,It,Nl).jpg",95.0
N64,Dark Rift (USA),Dark Rift (USA).jpg,Dark Rift (USA).jpg,100.0
N64,Deadly Arts (USA),Deadly Arts (USA).jpg,Deadly Arts (USA).jpg,100.0
N64,Destruction Derby 64 (USA),Destruction Derby 64 (USA).jpg,Destruction Derby 64 (USA).jpg,100.0
N64,"Diddy Kong Racing (USA) (En,Fr) (Rev A)","Diddy Kong Racing (USA) (En,Fr) (Rev A).jpg","Diddy Kong Racing (USA) (En,Fr) (Rev A).jpg",100.0
N64,"Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It)","Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It).jpg","Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It).jpg",100.0
N64,Donkey Kong 64 (Japan),Donkey Kong 64 (Japan).jpg,Donkey Kong 64 (Japan).jpg,100.0
N64,Doom 64 (USA) (Rev A),Doom 64 (USA) (Rev A).jpg,Doom 64 (USA) (Rev A).jpg,100.0
N64,Dr. Mario 64 (USA),Dr. Mario 64 (USA).jpg,Dr. Mario 64 (USA).jpg,100.0
N64,Dual Heroes (USA),Dual Heroes (USA).jpg,Dual Heroes (USA).jpg,100.0
N64,Duke Nukem - Zero Hour (USA),Duke Nukem - Zero Hour (USA).jpg,Duke Nukem - Zero Hour (USA).jpg,100.0
N64,Duke Nukem 64 (USA),Duke Nukem 64 (USA).jpg,Duke Nukem 64 (USA).jpg,100.0
N64,ECW Hardcore Revolution (USA),ECW Hardcore Revolution (USA).jpg,ECW Hardcore Revolution (USA).jpg,100.0
N64,Elmo's Letter Adventure (USA),Elmo's Letter Adventure (USA).jpg,Elmo's Letter Adventure (USA).jpg,100.0
N64,Elmo's Number Journey (USA),Elmo's Number Journey (USA).jpg,Elmo's Number Journey (USA).jpg,100.0
N64,emuvr_netplay_ex_override,Glover (USA).jpg,emuvr_netplay_ex_override.jpg,60.00000000000001
N64,Excitebike 64 (USA),Excitebike 64 (USA).jpg,Excitebike 64 (USA).jpg,100.0
N64,Extreme-G (USA),Extreme-G (USA).jpg,Extreme-G (USA).jpg,100.0
N64,Extreme-G XG2 (USA),Extreme-G XG2 (USA).jpg,Extreme-G XG2 (USA).jpg,100.0
N64,F-1 World Grand Prix (USA),F-1 World Grand Prix (USA).jpg,F-1 World Grand Prix (USA).jpg,100.0
N64,F-Zero X (USA),F-Zero X (USA).jpg,F-Zero X (USA).jpg,100.0
N64,"F1 Pole Position 64 (USA) (En,Fr,De)","F1 Pole Position 64 (USA) (En,Fr,De).jpg","F1 Pole Position 64 (USA) (En,Fr,De).jpg",100.0
N64,"F1 Racing Championship (Europe) (En,Fr,De,Es,It)","MRC - Multi Racing Championship (Europe) (En,Fr,De).jpg","F1 Racing Championship (Europe) (En,Fr,De,Es,It).jpg",88.04878048780488
N64,"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)","FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv).jpg","FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv).jpg",100.0
N64,"FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)","FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv).jpg","FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv).jpg",100.0
N64,"FIFA Soccer 64 (USA) (En,Fr,De)","FIFA Soccer 64 (USA) (En,Fr,De).jpg","FIFA Soccer 64 (USA) (En,Fr,De).jpg",100.0
N64,Fighter Destiny 2 (USA),Fighter Destiny 2 (USA).jpg,Fighter Destiny 2 (USA).jpg,100.0
N64,Fighting Force 64 (USA),Fighting Force 64 (USA).jpg,Fighting Force 64 (USA).jpg,100.0
N64,Flying Dragon (USA),Flying Dragon (USA).jpg,Flying Dragon (USA).jpg,100.0
N64,Forsaken 64 (USA),Forsaken 64 (USA).jpg,Forsaken 64 (USA).jpg,100.0
N64,Fox Sports College Hoops '99 (USA),Fox Sports College Hoops '99 (USA).jpg,Fox Sports College Hoops '99 (USA).jpg,100.0
N64,G.A.S.P!! Fighters' NEXTream (Europe),G.A.S.P!! Fighters' NEXTream (Europe).jpg,G.A.S.P!! Fighters' NEXTream (Europe).jpg,100.0
N64,Gauntlet Legends (USA),Gauntlet Legends (USA).jpg,Gauntlet Legends (USA).jpg,100.0
N64,Gex 3 - Deep Cover Gecko (USA),Gex 3 - Deep Cover Gecko (USA).jpg,Gex 3 - Deep Cover Gecko (USA).jpg,100.0
N64,Gex 64 - Enter the Gecko (USA),Gex 64 - Enter the Gecko (USA).jpg,Gex 64 - Enter the Gecko (USA).jpg,100.0
N64,Goemon's Great Adventure (USA),Goemon's Great Adventure (USA).jpg,Goemon's Great Adventure (USA).jpg,100.0
N64,Golden Nugget 64 (USA),Golden Nugget 64 (USA).jpg,Golden Nugget 64 (USA).jpg,100.0
N64,GT64 - Championship Edition (USA),GT64 - Championship Edition (USA).jpg,GT64 - Championship Edition (USA).jpg,100.0
N64,Harvest Moon 64 (USA),Harvest Moon 64 (USA).jpg,Harvest Moon 64 (USA).jpg,100.0
N64,Hercules - The Legendary Journeys (USA),Hercules - The Legendary Journeys (USA).jpg,Hercules - The Legendary Journeys (USA).jpg,100.0
N64,Hexen (USA),Hexen (USA).jpg,Hexen (USA).jpg,100.0
N64,"Hey You, Pikachu! (USA)","Hey You, Pikachu! (USA).jpg","Hey You, Pikachu! (USA).jpg",100.0
N64,Hot Wheels - Turbo Racing (USA),Hot Wheels - Turbo Racing (USA).jpg,Hot Wheels - Turbo Racing (USA).jpg,100.0
N64,Hybrid Heaven (USA),Hybrid Heaven (USA).jpg,Hybrid Heaven (USA).jpg,100.0
N64,In-Fisherman - Bass Hunter 64 (Europe),In-Fisherman - Bass Hunter 64 (Europe).jpg,In-Fisherman - Bass Hunter 64 (Europe).jpg,100.0
N64,Indiana Jones and the Infernal Machine (USA),Indiana Jones and the Infernal Machine (USA).jpg,Indiana Jones and the Infernal Machine (USA).jpg,100.0
N64,Indy Racing 2000 (USA),Indy Racing 2000 (USA).jpg,Indy Racing 2000 (USA).jpg,100.0
N64,International Superstar Soccer '98 (USA),International Superstar Soccer '98 (USA).jpg,International Superstar Soccer '98 (USA).jpg,100.0
N64,"International Superstar Soccer 2000 (USA) (En,Es)","International Superstar Soccer 2000 (USA) (En,Es).jpg","International Superstar Soccer 2000 (USA) (En,Es).jpg",100.0
N64,International Superstar Soccer 64 (USA),International Superstar Soccer 64 (USA).jpg,International Superstar Soccer 64 (USA).jpg,100.0
N64,International Track - Field 2000 (USA),International Track - Field 2000 (USA).jpg,International Track - Field 2000 (USA).jpg,100.0
N64,Jeopardy! (USA),Jeopardy! (USA).jpg,Jeopardy! (USA).jpg,100.0
N64,Jeremy McGrath Supercross 2000 (USA),Jeremy McGrath Supercross 2000 (USA).jpg,Jeremy McGrath Supercross 2000 (USA).jpg,100.0
N64,Jet Force Gemini (USA),Jet Force Gemini (USA).jpg,Jet Force Gemini (USA).jpg,100.0
N64,John Romero's Daikatana (USA),John Romero's Daikatana (USA).jpg,John Romero's Daikatana (USA).jpg,100.0
N64,Ken Griffey Jr.'s Slugfest (USA),Ken Griffey Jr.'s Slugfest (USA).jpg,Ken Griffey Jr.'s Slugfest (USA).jpg,100.0
N64,Killer Instinct Gold (USA) (Rev B),Killer Instinct Gold (USA) (Rev B).jpg,Killer Instinct Gold (USA) (Rev B).jpg,100.0
N64,Kirby 64 - The Crystal Shards (USA),Kirby 64 - The Crystal Shards (USA).jpg,Kirby 64 - The Crystal Shards (USA).jpg,100.0
N64,Knife Edge - Nose Gunner (USA),Knife Edge - Nose Gunner (USA).jpg,Knife Edge - Nose Gunner (USA).jpg,100.0
N64,Knockout Kings 2000 (USA),Knockout Kings 2000 (USA).jpg,Knockout Kings 2000 (USA).jpg,100.0
N64,Kobe Bryant's NBA Courtside (USA),Kobe Bryant's NBA Courtside (USA).png,Kobe Bryant's NBA Courtside (USA).png,100.0
N64,"Legend of Zelda, The - Majora's Mask (KOR)","Legend of Zelda, The - Majora's Mask (KOR).jpg","Legend of Zelda, The - Majora's Mask (KOR).jpg",100.0
N64,"Legend of Zelda, The - Ocarina of Time (KOR)","Legend of Zelda, The - Ocarina of Time (KOR) (1).jpg","Legend of Zelda, The - Ocarina of Time (KOR).jpg",100.0
N64,Lode Runner 3-D (USA),Lode Runner 3-D (USA).jpg,Lode Runner 3-D (USA).jpg,100.0
N64,"Lylat Wars (Europe) (En,Fr,De)","Lylat Wars (Europe) (En,Fr,De).png","Lylat Wars (Europe) (En,Fr,De).png",100.0
N64,Mace - The Dark Age (USA),Mace - The Dark Age (USA).jpg,Mace - The Dark Age (USA).jpg,100.0
N64,Madden Football 64 (USA),Madden Football 64 (USA).jpg,Madden Football 64 (USA).jpg,100.0
N64,Madden NFL 2000 (USA),Madden NFL 2000 (USA).jpg,Madden NFL 2000 (USA).jpg,100.0
N64,Madden NFL 2001 (USA),Madden NFL 2001 (USA).jpg,Madden NFL 2001 (USA).jpg,100.0
N64,Madden NFL 2002 (USA),Madden NFL 2002 (USA).jpg,Madden NFL 2002 (USA).jpg,100.0
N64,Madden NFL 99 (USA),Madden NFL 99 (USA).jpg,Madden NFL 99 (USA).jpg,100.0
N64,Magical Tetris Challenge (USA),Magical Tetris Challenge (USA).jpg,Magical Tetris Challenge (USA).jpg,100.0
N64,Mahjong Master (Japan),Monster Truck Madness 64 (USA).jpg,Mahjong Master (Japan).jpg,60.00000000000001
N64,Major League Baseball featuring Ken Griffey Jr. (USA),Major League Baseball featuring Ken Griffey Jr. (USA).jpg,Major League Baseball featuring Ken Griffey Jr. (USA).jpg,100.0
N64,Mario Golf (USA),Mario Golf (USA).jpg,Mario Golf (USA).jpg,100.0
N64,Mario Kart 64 (USA),Mario Kart 64 (USA).jpg,Mario Kart 64 (USA).jpg,100.0
N64,Mario Party (USA),Mario Party (USA).jpg,Mario Party (USA).jpg,100.0
N64,Mario Party 2 (USA),Mario Party 2 (USA).png,Mario Party 2 (USA).png,100.0
N64,Mario Party 3 (USA),Mario Party 3 (USA).jpg,Mario Party 3 (USA).jpg,100.0
N64,Mario Story (Japan),Mario Story (Japan).png,Mario Story (Japan).png,100.0
N64,Mario Tennis (USA),Mario Tennis (USA).jpg,Mario Tennis (USA).jpg,100.0
N64,Mario Tennis 64 (Japan),Mario Tennis 64 (Japan).jpg,Mario Tennis 64 (Japan).jpg,100.0
N64,Mega Man 64 (USA),Mega Man 64 (USA).jpg,Mega Man 64 (USA).jpg,100.0
N64,"Mia Hamm Soccer 64 (USA) (En,Es)","Mia Hamm Soccer 64 (USA) (En,Es).jpg","Mia Hamm Soccer 64 (USA) (En,Es).jpg",100.0
N64,Mickey's Speedway USA (USA),Mickey's Speedway USA (USA).jpg,Mickey's Speedway USA (USA).jpg,100.0
N64,Micro Machines 64 Turbo (USA),Micro Machines 64 Turbo (USA).jpg,Micro Machines 64 Turbo (USA).jpg,100.0
N64,Midway's Greatest Arcade Hits Vol. 1 (USA),Midway's Greatest Arcade Hits Vol. 1 (USA).png,Midway's Greatest Arcade Hits Vol. 1 (USA).png,100.0
N64,Mike Piazza's StrikeZone (USA),Mike Piazza's StrikeZone (USA).jpg,Mike Piazza's StrikeZone (USA).jpg,100.0
N64,Mischief Makers (USA),Mischief Makers (USA).jpg,Mischief Makers (USA).jpg,100.0
N64,Mission Impossible (Europe),Mission Impossible (Europe).jpg,Mission Impossible (Europe).jpg,100.0
N64,Monaco Grand Prix (USA),Monaco Grand Prix (USA).jpg,Monaco Grand Prix (USA).jpg,100.0
N64,Monopoly (USA),Monopoly (USA).jpg,Monopoly (USA).jpg,100.0
N64,Mortal Kombat 4 (USA),Mortal Kombat 4 (USA).jpg,Mortal Kombat 4 (USA).jpg,100.0
N64,Mortal Kombat Mythologies - Sub-Zero (USA),Mortal Kombat Mythologies - Sub-Zero (USA).jpg,Mortal Kombat Mythologies - Sub-Zero (USA).jpg,100.0
N64,Mortal Kombat Trilogy (USA) (Rev B),Mortal Kombat Trilogy (USA) (Rev B).jpg,Mortal Kombat Trilogy (USA) (Rev B).jpg,100.0
N64,Ms. Pac-Man - Maze Madness (USA),Ms. Pac-Man - Maze Madness (USA).jpg,Ms. Pac-Man - Maze Madness (USA).jpg,100.0
N64,Mystical Ninja Starring Goemon (USA),Mystical Ninja Starring Goemon (USA).jpg,Mystical Ninja Starring Goemon (USA).jpg,100.0
N64,Nagano Winter Olympics '98 (USA),Nagano Winter Olympics '98 (USA).jpg,Nagano Winter Olympics '98 (USA).jpg,100.0
N64,Namco Museum 64 (USA),Namco Museum 64 (USA).jpg,Namco Museum 64 (USA).jpg,100.0
N64,NASCAR 2000 (USA),NASCAR 2000 (USA).jpg,NASCAR 2000 (USA).jpg,100.0
N64,NASCAR 99 (USA),NASCAR 99 (USA).jpg,NASCAR 99 (USA).jpg,100.0
N64,NBA Courtside 2 featuring Kobe Bryant (USA),NBA Courtside 2 featuring Kobe Bryant (USA).jpg,NBA Courtside 2 featuring Kobe Bryant (USA).jpg,100.0
N64,NBA Hangtime (USA),NBA Hangtime (USA).jpg,NBA Hangtime (USA).jpg,100.0
N64,NBA in the Zone '98 (USA),NBA in the Zone '98 (USA).jpg,NBA in the Zone '98 (USA).jpg,100.0
N64,NBA in the Zone '99 (USA),NBA in the Zone '99 (USA).jpg,NBA in the Zone '99 (USA).jpg,100.0
N64,NBA in the Zone 2000 (USA),NBA in the Zone 2000 (USA).jpg,NBA in the Zone 2000 (USA).jpg,100.0
N64,NBA Jam 2000 (USA),NBA Jam 2000 (USA).jpg,NBA Jam 2000 (USA).jpg,100.0
N64,NBA Jam 99 (USA),NBA Jam 99 (USA).jpg,NBA Jam 99 (USA).jpg,100.0
N64,"NBA Live 2000 (USA) (En,Fr,De,Es)","NBA Live 2000 (USA) (En,Fr,De,Es).jpg","NBA Live 2000 (USA) (En,Fr,De,Es).jpg",100.0
N64,"NBA Live 99 (USA) (En,Fr,De,Es,It)","NBA Live 99 (USA) (En,Fr,De,Es,It).jpg","NBA Live 99 (USA) (En,Fr,De,Es,It).jpg",100.0
N64,NBA Showtime - NBA on NBC (USA),NBA Showtime - NBA on NBC (USA).jpg,NBA Showtime - NBA on NBC (USA).jpg,100.0
N64,NFL Blitz (USA),NFL Blitz (USA).jpg,NFL Blitz (USA).jpg,100.0
N64,NFL Blitz - Special Edition (USA),NFL Blitz - Special Edition (USA).jpg,NFL Blitz - Special Edition (USA).jpg,100.0
N64,NFL Blitz 2000 (USA),NFL Blitz 2000 (USA).jpg,NFL Blitz 2000 (USA).jpg,100.0
N64,NFL Blitz 2001 (USA),NFL Blitz 2001 (USA).jpg,NFL Blitz 2001 (USA).jpg,100.0
N64,NFL Quarterback Club 2000 (USA),NFL Quarterback Club 2000 (USA).jpg,NFL Quarterback Club 2000 (USA).jpg,100.0
N64,NFL Quarterback Club 2001 (USA),NFL Quarterback Club 2001 (USA).png,NFL Quarterback Club 2001 (USA).png,100.0
N64,NFL Quarterback Club 98 (USA),NFL Quarterback Club 98 (USA).jpg,NFL Quarterback Club 98 (USA).jpg,100.0
N64,NFL Quarterback Club 99 (USA),NFL Quarterback Club 99 (USA).jpg,NFL Quarterback Club 99 (USA).jpg,100.0
N64,NHL 99 (USA),NHL 99 (USA).jpg,NHL 99 (USA).jpg,100.0
N64,NHL Blades of Steel '99 (USA),NHL Blades of Steel '99 (USA).jpg,NHL Blades of Steel '99 (USA).jpg,100.0
N64,NHL Breakaway 98 (USA),NHL Breakaway 98 (USA).jpg,NHL Breakaway 98 (USA).jpg,100.0
N64,NHL Breakaway 99 (USA),NHL Breakaway 99 (USA).jpg,NHL Breakaway 99 (USA).jpg,100.0
N64,Nightmare Creatures (USA),Nightmare Creatures (USA).jpg,Nightmare Creatures (USA).jpg,100.0
N64,"Nuclear Strike 64 (Europe) (En,Fr)","Nuclear Strike 64 (Europe) (En,Fr).jpg","Nuclear Strike 64 (Europe) (En,Fr).jpg",100.0
N64,Off Road Challenge (USA),Off Road Challenge (USA).jpg,Off Road Challenge (USA).jpg,100.0
N64,Ogre Battle 64 - Person of Lordly Caliber (USA),Ogre Battle 64 - Person of Lordly Caliber (USA).jpg,Ogre Battle 64 - Person of Lordly Caliber (USA).jpg,100.0
N64,Olympic Hockey Nagano '98 (USA),Olympic Hockey Nagano '98 (USA).png,Olympic Hockey Nagano '98 (USA).png,100.0
N64,Paper Mario (USA),Paper Mario (USA).jpg,Paper Mario (USA).jpg,100.0
N64,Paperboy (USA),Paperboy (USA).jpg,Paperboy (USA).jpg,100.0
N64,Penny Racers (USA),Penny Racers (USA).jpg,Penny Racers (USA).jpg,100.0
N64,"Perfect Dark (Europe) (En,Fr,De,Es,It)","Perfect Dark (Europe) (En,Fr,De,Es,It).jpg","Perfect Dark (Europe) (En,Fr,De,Es,It).jpg",100.0
N64,PGA European Tour (USA),PGA European Tour (USA).jpg,PGA European Tour (USA).jpg,100.0
N64,Pilotwings 64 (USA),Pilotwings 64 (USA).jpg,Pilotwings 64 (USA).jpg,100.0
N64,Pokemon Puzzle League (USA),Pokemon Puzzle League (USA).jpg,Pokemon Puzzle League (USA).jpg,100.0
N64,Pokemon Stadium (USA) (Rev A),Pokemon Stadium (USA) (Rev A).jpg,Pokemon Stadium (USA) (Rev A).jpg,100.0
N64,Polaris SnoCross (USA),Polaris SnoCross (USA).jpg,Polaris SnoCross (USA).jpg,100.0
N64,Power Rangers - Lightspeed Rescue (USA),Power Rangers - Lightspeed Rescue (USA).jpg,Power Rangers - Lightspeed Rescue (USA).jpg,100.0
N64,"Powerpuff Girls, The - Chemical X-Traction (USA)","Powerpuff Girls, The - Chemical X-Traction (USA).jpg","Powerpuff Girls, The - Chemical X-Traction (USA).jpg",100.0
N64,Quake 64 (USA),Quake 64 (USA).png,Quake 64 (USA).png,100.0
N64,Quake II (USA),Quake II (USA).jpg,Quake II (USA).jpg,100.0
N64,Quest 64 (USA),Quest 64 (USA).jpg,Quest 64 (USA).jpg,100.0
N64,Rakuga Kids (Europe),Rugrats in Paris - The Movie (USA).jpg,Rakuga Kids (Europe).jpg,54.4090909090909
N64,Rally '99 (Japan),Rally '99 (Japan).png,Rally '99 (Japan).png,100.0
N64,Rally Challenge 2000 (USA),Rally Challenge 2000 (USA).jpg,Rally Challenge 2000 (USA).jpg,100.0
N64,Rampage - World Tour (USA),Rampage - World Tour (USA).jpg,Rampage - World Tour (USA).jpg,100.0
N64,Rampage 2 - Universal Tour (USA),Rampage 2 - Universal Tour (USA).jpg,Rampage 2 - Universal Tour (USA).jpg,100.0
N64,"Rat Attack! (USA) (En,Fr,De,Es,It,Nl)","Rat Attack! (USA) (En,Fr,De,Es,It,Nl).jpg","Rat Attack! (USA) (En,Fr,De,Es,It,Nl).jpg",100.0
N64,"Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It)","Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It).jpg","Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It).jpg",100.0
N64,Razor Freestyle Scooter (USA),Razor Freestyle Scooter (USA).jpg,Razor Freestyle Scooter (USA).jpg,100.0
N64,Re-Volt (USA),Re-Volt (USA).jpg,Re-Volt (USA).jpg,100.0
N64,Ready 2 Rumble Boxing (USA),Ready 2 Rumble Boxing (USA).jpg,Ready 2 Rumble Boxing (USA).jpg,100.0
N64,Ready 2 Rumble Boxing - Round 2 (USA),Ready 2 Rumble Boxing - Round 2 (USA).jpg,Ready 2 Rumble Boxing - Round 2 (USA).jpg,100.0
N64,Resident Evil 2 (USA) (Rev A),Resident Evil 2 (USA) (Rev A).jpg,Resident Evil 2 (USA) (Rev A).jpg,100.0
N64,Road Rash 64 (USA),Road Rash 64 (USA).jpg,Road Rash 64 (USA).jpg,100.0
N64,"Roadsters Trophy (USA) (En,Fr,Es)","Roadsters Trophy (USA) (En,Fr,Es).png","Roadsters Trophy (USA) (En,Fr,Es).png",100.0
N64,Robotron 64 (USA),Robotron 64 (USA).jpg,Robotron 64 (USA).jpg,100.0
N64,Rocket - Robot on Wheels (USA),Rocket - Robot on Wheels (USA).jpg,Rocket - Robot on Wheels (USA).jpg,100.0
N64,RR64 - Ridge Racer 64 (USA),RR64 - Ridge Racer 64 (USA).jpg,RR64 - Ridge Racer 64 (USA).jpg,100.0
N64,Rugrats - Scavenger Hunt (USA),Rugrats - Scavenger Hunt (USA).jpg,Rugrats - Scavenger Hunt (USA).jpg,100.0
N64,Rush 2 - Extreme Racing USA (USA),Rush 2 - Extreme Racing USA (USA).jpg,Rush 2 - Extreme Racing USA (USA).jpg,100.0
N64,S.C.A.R.S. (USA),S.C.A.R.S. (USA).jpg,S.C.A.R.S. (USA).jpg,100.0
N64,"San Francisco Rush - Extreme Racing (USA) (En,Fr,De)","San Francisco Rush - Extreme Racing (USA) (En,Fr,De).jpg","San Francisco Rush - Extreme Racing (USA) (En,Fr,De).jpg",100.0
N64,San Francisco Rush 2049 (USA),San Francisco Rush 2049 (USA).jpg,San Francisco Rush 2049 (USA).jpg,100.0
N64,Scooby-Doo! - Classic Creep Capers (USA),Scooby-Doo! - Classic Creep Capers (USA).jpg,Scooby-Doo! - Classic Creep Capers (USA).jpg,100.0
