system,game,art_old,art_new,score
Nintendo Game Boy Advance,"Rugrats - Castle Capers (USA, Europe)","Rugrats - Castle Capers (USA, Europe).jpg","Rugrats - Castle Capers (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Rugrats - Go Wild (USA, Europe)","Rugrats - Go Wild (USA, Europe).png","Rugrats - Go Wild (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Rugrats - I Gotta Go Party (USA, Europe)","Rugrats - I Gotta Go Party (USA, Europe).png","Rugrats - I Gotta Go Party (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Sabrina - The Teenage Witch - Potion Commotion (USA) (En,Fr,Es)","Sabrina - The Teenage Witch - Potion Commotion (USA) (En,Fr,Es).jpg","Sabrina - The Teenage Witch - Potion Commotion (USA) (En,Fr,Es).jpg",100.0
Nintendo Game Boy Advance,"Salt Lake 2002 (USA) (En,Fr,De,Es,It,Nl)","Salt Lake 2002 (USA) (En,Fr,De,Es,It,Nl).jpg","Salt Lake 2002 (USA) (En,Fr,De,Es,It,Nl).jpg",100.0
Nintendo Game Boy Advance,Samurai Deeper Kyo (USA),Samurai Deeper Kyo (USA).jpg,Samurai Deeper Kyo (USA).jpg,100.0
Nintendo Game Boy Advance,"Samurai Jack - The Amulet of Time (USA, Europe)","Samurai Jack - The Amulet of Time (USA, Europe).jpg","Samurai Jack - The Amulet of Time (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,Santa Claus Jr. Advance (Europe),Santa Claus Jr. Advance (Europe).jpg,Santa Claus Jr. Advance (Europe).jpg,100.0
Nintendo Game Boy Advance,Santa Claus Saves the Earth (Europe),Santa Claus Saves the Earth (Europe).png,Santa Claus Saves the Earth (Europe).png,100.0
Nintendo Game Boy Advance,"Santa Clause 3, The - The Escape Clause (USA)","Santa Clause 3, The - The Escape Clause (USA).png","Santa Clause 3, The - The Escape Clause (USA).png",100.0
Nintendo Game Boy Advance,Scooby-Doo (USA),Scooby-Doo (USA).png,Scooby-Doo (USA).png,100.0
Nintendo Game Boy Advance,"Scooby-Doo 2 - Monsters Unleashed (USA, Europe)","Scooby-Doo 2 - Monsters Unleashed (USA, Europe).png","Scooby-Doo 2 - Monsters Unleashed (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Scooby-Doo and the Cyber Chase (USA, Europe)","Scooby-Doo and the Cyber Chase (USA, Europe).jpg","Scooby-Doo and the Cyber Chase (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Scooby-Doo! - Mystery Mayhem (USA) (En,Fr)","Scooby-Doo! - Mystery Mayhem (USA) (En,Fr).jpg","Scooby-Doo! - Mystery Mayhem (USA) (En,Fr).jpg",100.0
Nintendo Game Boy Advance,"Scooby-Doo! - Unmasked (USA) (En,Fr)","Scooby-Doo! - Unmasked (USA) (En,Fr).jpg","Scooby-Doo! - Unmasked (USA) (En,Fr).jpg",100.0
Nintendo Game Boy Advance,"Scorpion King, The - Sword of Osiris (USA)","Scorpion King, The - Sword of Osiris (USA).png","Scorpion King, The - Sword of Osiris (USA).png",100.0
Nintendo Game Boy Advance,Scrabble Blast! (USA),Scrabble Blast! (USA).png,Scrabble Blast! (USA).png,100.0
Nintendo Game Boy Advance,SD Gundam Force (USA),SD Gundam Force (USA).jpg,SD Gundam Force (USA).jpg,100.0
Nintendo Game Boy Advance,SD Gundam G - Generation Advance (KOR),SD Gundam G - Generation Advance (KOR).png,SD Gundam G - Generation Advance (KOR).png,100.0
Nintendo Game Boy Advance,Sea Trader - Rise of Taipan (USA),Sea Trader - Rise of Taipan (USA).jpg,Sea Trader - Rise of Taipan (USA).jpg,100.0
Nintendo Game Boy Advance,Secret Agent Barbie - Royal Jewels Mission (USA),Secret Agent Barbie - Royal Jewels Mission (USA).jpg,Secret Agent Barbie - Royal Jewels Mission (USA).jpg,100.0
Nintendo Game Boy Advance,Sega Arcade Gallery (USA),Sega Arcade Gallery (USA).jpg,Sega Arcade Gallery (USA).jpg,100.0
Nintendo Game Boy Advance,Sega Rally Championship (USA),Sega Rally Championship (USA).jpg,Sega Rally Championship (USA).jpg,100.0
Nintendo Game Boy Advance,Sega Smash Pack (USA),Sega Smash Pack (USA).jpg,Sega Smash Pack (USA).jpg,100.0
Nintendo Game Boy Advance,"Serious Sam Advance (USA) (En,Fr,De)","Serious Sam Advance (USA) (En,Fr,De).png","Serious Sam Advance (USA) (En,Fr,De).png",100.0
Nintendo Game Boy Advance,Shaman King - Legacy of the Spirits - Soaring Hawk (USA),Shaman King - Legacy of the Spirits - Soaring Hawk (USA).png,Shaman King - Legacy of the Spirits - Soaring Hawk (USA).png,100.0
Nintendo Game Boy Advance,Shaman King - Legacy of the Spirits - Sprinting Wolf (USA),Shaman King - Legacy of the Spirits - Sprinting Wolf (USA).png,Shaman King - Legacy of the Spirits - Sprinting Wolf (USA).png,100.0
Nintendo Game Boy Advance,Shaman King - Master of Spirits (USA),Shaman King - Master of Spirits (USA).jpg,Shaman King - Master of Spirits (USA).jpg,100.0
Nintendo Game Boy Advance,Shaman King - Master of Spirits 2 (USA),Shaman King - Master of Spirits 2 (USA).jpg,Shaman King - Master of Spirits 2 (USA).jpg,100.0
Nintendo Game Boy Advance,Shamu's Deep Sea Adventures (USA),Shamu's Deep Sea Adventures (USA).jpg,Shamu's Deep Sea Adventures (USA).jpg,100.0
Nintendo Game Boy Advance,"Shark Tale (USA, Europe)","Shark Tale (USA, Europe) (1).png","Shark Tale (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Shaun Palmer's Pro Snowboarder (USA, Europe)","Shaun Palmer's Pro Snowboarder (USA, Europe).jpg","Shaun Palmer's Pro Snowboarder (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Sheep (Europe) (En,Fr,De,Es,It)","Sheep (Europe) (En,Fr,De,Es,It).jpg","Sheep (Europe) (En,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,Shin Megami Tensei (KOR),Shin Megami Tensei (KOR).jpg,Shin Megami Tensei (KOR).jpg,100.0
Nintendo Game Boy Advance,Shining Force - Resurrection of the Dark Dragon (USA),Shining Force - Resurrection of the Dark Dragon (USA).png,Shining Force - Resurrection of the Dark Dragon (USA).png,100.0
Nintendo Game Boy Advance,Shinyaku Seiken Densetsu (KOR),Shinyaku Seiken Densetsu (KOR).png,Shinyaku Seiken Densetsu (KOR).png,100.0
Nintendo Game Boy Advance,"Shrek - Hassle at the Castle (USA) (En,Fr,De,Es,It,Nl)","Shrek - Hassle at the Castle (USA) (En,Fr,De,Es,It,Nl).jpg","Shrek - Hassle at the Castle (USA) (En,Fr,De,Es,It,Nl).jpg",100.0
Nintendo Game Boy Advance,"Shrek - Reekin' Havoc (USA) (En,Fr,De,Es,It,Nl)","Shrek - Reekin' Havoc (USA) (En,Fr,De,Es,It,Nl).jpg","Shrek - Reekin' Havoc (USA) (En,Fr,De,Es,It,Nl).jpg",100.0
Nintendo Game Boy Advance,Shrek - Smash n' Crash Racing (USA),Shrek - Smash n' Crash Racing (USA).jpg,Shrek - Smash n' Crash Racing (USA).jpg,100.0
Nintendo Game Boy Advance,Shrek - Super Slam (USA),Shrek - Super Slam (USA).png,Shrek - Super Slam (USA).png,100.0
Nintendo Game Boy Advance,"Shrek - Swamp Kart Speedway (USA, Europe) (En,Fr,De,Es,It,Nl)","Shrek - Swamp Kart Speedway (USA, Europe) (En,Fr,De,Es,It,Nl).jpg","Shrek - Swamp Kart Speedway (USA, Europe) (En,Fr,De,Es,It,Nl).jpg",100.0
Nintendo Game Boy Advance,"Shrek 2 (USA, Europe)","Shrek 2 (USA, Europe).jpg","Shrek 2 (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Shrek 2 - Beg for Mercy (USA, Europe)","Shrek 2 - Beg for Mercy (USA, Europe).jpg","Shrek 2 - Beg for Mercy (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,Shrek the Third (USA),Shrek the Third (USA).jpg,Shrek the Third (USA).jpg,100.0
Nintendo Game Boy Advance,"Sigma Star Saga (USA, Europe)","Sigma Star Saga (USA, Europe).png","Sigma Star Saga (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Silent Scope (USA) (En,Fr,De,Es,It)","Silent Scope (USA) (En,Fr,De,Es,It).jpg","Silent Scope (USA) (En,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,Sim City 2000 (USA),Sim City 2000 (USA).jpg,Sim City 2000 (USA).jpg,100.0
Nintendo Game Boy Advance,"Simpsons, The - Road Rage (USA, Europe)","Simpsons, The - Road Rage (USA, Europe).jpg","Simpsons, The - Road Rage (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Sims 2, The (USA, Europe) (En,Fr,De,Es,It,Nl)","Sims 2, The (USA, Europe) (En,Fr,De,Es,It,Nl).png","Sims 2, The (USA, Europe) (En,Fr,De,Es,It,Nl).png",100.0
Nintendo Game Boy Advance,"Sims 2, The - Pets (USA, Europe)","Sims 2, The - Pets (USA, Europe).jpg","Sims 2, The - Pets (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Sims, The - Bustin' Out (USA, Europe) (En,Fr,De,Es,It,Nl)","Sims, The - Bustin' Out (USA, Europe) (En,Fr,De,Es,It,Nl).png","Sims, The - Bustin' Out (USA, Europe) (En,Fr,De,Es,It,Nl).png",100.0
Nintendo Game Boy Advance,"Sitting Ducks (USA) (En,Fr,De,Es,It,Nl)","Sitting Ducks (USA) (En,Fr,De,Es,It,Nl).png","Sitting Ducks (USA) (En,Fr,De,Es,It,Nl).png",100.0
Nintendo Game Boy Advance,Sky Dancers - They Magically Fly! (USA),Sky Dancers - They Magically Fly! (USA).png,Sky Dancers - They Magically Fly! (USA).png,100.0
Nintendo Game Boy Advance,Smashing Drive (USA),Smashing Drive (USA).jpg,Smashing Drive (USA).jpg,100.0
Nintendo Game Boy Advance,Smuggler's Run (USA),Smuggler's Run (USA).jpg,Smuggler's Run (USA).jpg,100.0
Nintendo Game Boy Advance,"Smurfs, The - The Revenge of the Smurfs (Europe) (En,Fr,De,Es,It,Nl)","Smurfs, The - The Revenge of the Smurfs (Europe) (En,Fr,De,Es,It,Nl).png","Smurfs, The - The Revenge of the Smurfs (Europe) (En,Fr,De,Es,It,Nl).png",100.0
Nintendo Game Boy Advance,Snood (USA),Snood (USA).jpg,Snood (USA).jpg,100.0
Nintendo Game Boy Advance,Snood 2 - On Vacation (USA),Snood 2 - On Vacation (USA).png,Snood 2 - On Vacation (USA).png,100.0
Nintendo Game Boy Advance,"Soccer Kid (USA, Europe)","Soccer Kid (USA, Europe).jpg","Soccer Kid (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,Sonic Advance (KOR),Sonic Advance (KOR).png,Sonic Advance (KOR).png,100.0
Nintendo Game Boy Advance,"Sonic Advance 2 (USA) (En,Ja,Fr,De,Es,It)","Sonic Advance 2 (USA) (En,Ja,Fr,De,Es,It).png","Sonic Advance 2 (USA) (En,Ja,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,"Sonic Advance 3 (USA) (En,Ja,Fr,De,Es,It)","Sonic Advance 3 (USA) (En,Ja,Fr,De,Es,It).png","Sonic Advance 3 (USA) (En,Ja,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,"Sonic Battle (USA) (En,Ja,Fr,De,Es,It)","Sonic Battle (USA) (En,Ja,Fr,De,Es,It).png","Sonic Battle (USA) (En,Ja,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,"Sonic Pinball Party (USA) (En,Ja,Fr,De,Es,It)","Sonic Pinball Party (USA) (En,Ja,Fr,De,Es,It).jpg","Sonic Pinball Party (USA) (En,Ja,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,Sonic the Hedgehog - Genesis (USA),Sonic the Hedgehog - Genesis (USA).jpg,Sonic the Hedgehog - Genesis (USA).jpg,100.0
Nintendo Game Boy Advance,"Sound of Thunder, A (USA) (En,Fr,De,Es,It)","Sound of Thunder, A (USA) (En,Fr,De,Es,It).png","Sound of Thunder, A (USA) (En,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,"Space Invaders (USA, Europe)","Space Invaders (USA, Europe) (1).png","Space Invaders (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Speedball 2 - Brutal Deluxe (Europe) (En,Fr,De,Es,It)","Speedball 2 - Brutal Deluxe (Europe) (En,Fr,De,Es,It).jpg","Speedball 2 - Brutal Deluxe (Europe) (En,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,"Spider-Man (USA, Europe)","Spider-Man (USA, Europe).png","Spider-Man (USA, Europe).png",100.0
Nintendo Game Boy Advance,Spider-Man - Battle for New York (USA),Spider-Man - Battle for New York (USA).png,Spider-Man - Battle for New York (USA).png,100.0
Nintendo Game Boy Advance,"Spider-Man - Mysterio's Menace (USA, Europe)","Spider-Man - Mysterio's Menace (USA, Europe).png","Spider-Man - Mysterio's Menace (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Spider-Man 2 (USA, Europe)","Spider-Man 2 (USA, Europe).png","Spider-Man 2 (USA, Europe).png",100.0
Nintendo Game Boy Advance,Spider-Man 3 (USA),Spider-Man 3 (USA).png,Spider-Man 3 (USA).png,100.0
Nintendo Game Boy Advance,Spirit - Stallion of the Cimarron - Search for Homeland (USA),Spirit - Stallion of the Cimarron - Search for Homeland (USA).png,Spirit - Stallion of the Cimarron - Search for Homeland (USA).png,100.0
Nintendo Game Boy Advance,Spirits & Spells (USA),Spirits & Spells (USA).png,Spirits & Spells (USA).png,100.0
Nintendo Game Boy Advance,SpongeBob SquarePants - Battle for Bikini Bottom (USA),SpongeBob SquarePants - Battle for Bikini Bottom (USA).jpg,SpongeBob SquarePants - Battle for Bikini Bottom (USA).jpg,100.0
Nintendo Game Boy Advance,SpongeBob SquarePants - Creature from the Krusty Krab (USA),SpongeBob SquarePants - Creature from the Krusty Krab (USA).jpg,SpongeBob SquarePants - Creature from the Krusty Krab (USA).jpg,100.0
Nintendo Game Boy Advance,"SpongeBob SquarePants - Lights, Camera, Pants! (USA)","SpongeBob SquarePants - Lights, Camera, Pants! (USA).jpg","SpongeBob SquarePants - Lights, Camera, Pants! (USA).jpg",100.0
Nintendo Game Boy Advance,"SpongeBob SquarePants - Revenge of the Flying Dutchman (USA, Europe)","SpongeBob SquarePants - Revenge of the Flying Dutchman (USA, Europe).jpg","SpongeBob SquarePants - Revenge of the Flying Dutchman (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"SpongeBob SquarePants - SuperSponge (USA, Europe)","SpongeBob SquarePants - SuperSponge (USA, Europe).jpg","SpongeBob SquarePants - SuperSponge (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"SpongeBob SquarePants Movie, The (USA)","SpongeBob SquarePants Movie, The (USA).png","SpongeBob SquarePants Movie, The (USA).png",100.0
Nintendo Game Boy Advance,SpongeBob's Atlantis SquarePantis (USA),SpongeBob's Atlantis SquarePantis (USA).jpg,SpongeBob's Atlantis SquarePantis (USA).jpg,100.0
Nintendo Game Boy Advance,Sports Illustrated for Kids - Baseball (USA),Sports Illustrated for Kids - Baseball (USA).jpg,Sports Illustrated for Kids - Baseball (USA).jpg,100.0
Nintendo Game Boy Advance,Sports Illustrated for Kids - Football (USA),Sports Illustrated for Kids - Football (USA).jpg,Sports Illustrated for Kids - Football (USA).jpg,100.0
Nintendo Game Boy Advance,"Spy Hunter (USA) (En,Ja,Fr,De,Es)","Spy Hunter (USA) (En,Ja,Fr,De,Es).jpg","Spy Hunter (USA) (En,Ja,Fr,De,Es).jpg",100.0
Nintendo Game Boy Advance,Spy Kids 3-D - Game Over (USA),Spy Kids 3-D - Game Over (USA).jpg,Spy Kids 3-D - Game Over (USA).jpg,100.0
Nintendo Game Boy Advance,Spy Kids Challenger (USA),Spy Kids Challenger (USA).png,Spy Kids Challenger (USA).png,100.0
Nintendo Game Boy Advance,"Spy Muppets - License to Croak (USA) (En,Fr,De,Es,It,Nl)","Spy Muppets - License to Croak (USA) (En,Fr,De,Es,It,Nl).png","Spy Muppets - License to Croak (USA) (En,Fr,De,Es,It,Nl).png",100.0
Nintendo Game Boy Advance,Spyro - Attack of the Rhynocs (USA),Spyro - Attack of the Rhynocs (USA).jpg,Spyro - Attack of the Rhynocs (USA).jpg,100.0
Nintendo Game Boy Advance,Spyro - Season of Ice (USA),Spyro - Season of Ice (USA).jpg,Spyro - Season of Ice (USA).jpg,100.0
Nintendo Game Boy Advance,Spyro 2 - Season of Flame (USA),Spyro 2 - Season of Flame (USA).png,Spyro 2 - Season of Flame (USA).png,100.0
Nintendo Game Boy Advance,Spyro Orange - The Cortex Conspiracy (USA),Spyro Orange - The Cortex Conspiracy (USA).png,Spyro Orange - The Cortex Conspiracy (USA).png,100.0
Nintendo Game Boy Advance,Spyro Superpack (USA),Spyro Superpack (USA).png,Spyro Superpack (USA).png,100.0
Nintendo Game Boy Advance,"SSX 3 (USA, Europe)","SSX 3 (USA, Europe).jpg","SSX 3 (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"SSX Tricky (USA, Europe) (En,Fr,De)","SSX Tricky (USA, Europe) (En,Fr,De).jpg","SSX Tricky (USA, Europe) (En,Fr,De).jpg",100.0
Nintendo Game Boy Advance,Star Wars - Episode II - Attack of the Clones (USA),Star Wars - Episode II - Attack of the Clones (USA).png,Star Wars - Episode II - Attack of the Clones (USA).png,100.0
Nintendo Game Boy Advance,"Star Wars - Episode III - Revenge of the Sith (USA) (En,Fr,Es)","Star Wars - Episode III - Revenge of the Sith (USA) (En,Fr,Es).png","Star Wars - Episode III - Revenge of the Sith (USA) (En,Fr,Es).png",100.0
Nintendo Game Boy Advance,Star Wars - Flight of the Falcon (USA),Star Wars - Flight of the Falcon (USA).jpg,Star Wars - Flight of the Falcon (USA).jpg,100.0
Nintendo Game Boy Advance,Star Wars - Jedi Power Battles (USA),Star Wars - Jedi Power Battles (USA).jpg,Star Wars - Jedi Power Battles (USA).jpg,100.0
Nintendo Game Boy Advance,Star Wars - The New Droid Army (USA),Star Wars - The New Droid Army (USA).jpg,Star Wars - The New Droid Army (USA).jpg,100.0
Nintendo Game Boy Advance,"Star Wars Trilogy - Apprentice of the Force (USA) (En,Fr,Es)","Star Wars Trilogy - Apprentice of the Force (USA) (En,Fr,Es).jpg","Star Wars Trilogy - Apprentice of the Force (USA) (En,Fr,Es).jpg",100.0
Nintendo Game Boy Advance,Starsky & Hutch (USA),Starsky & Hutch (USA).jpg,Starsky & Hutch (USA).jpg,100.0
Nintendo Game Boy Advance,Steel Empire (Europe),Steel Empire (Europe).png,Steel Empire (Europe).png,100.0
Nintendo Game Boy Advance,"Steven Gerrard's Total Soccer 2002 (Europe) (En,Fr,De,Es,It,Nl)","Steven Gerrard's Total Soccer 2002 (Europe) (En,Fr,De,Es,It,Nl).jpg","Steven Gerrard's Total Soccer 2002 (Europe) (En,Fr,De,Es,It,Nl).jpg",100.0
Nintendo Game Boy Advance,"Strawberry Shortcake - Ice Cream Island - Riding Camp (Europe) (En,Fr,De,Es,It,Nl,Pt,Da)","Strawberry Shortcake - Ice Cream Island - Riding Camp (Europe) (En,Fr,De,Es,It,Nl,Pt,Da).jpg","Strawberry Shortcake - Ice Cream Island - Riding Camp (Europe) (En,Fr,De,Es,It,Nl,Pt,Da).jpg",100.0
Nintendo Game Boy Advance,Strawberry Shortcake - Summertime Adventure (USA),Strawberry Shortcake - Summertime Adventure (USA).jpg,Strawberry Shortcake - Summertime Adventure (USA).jpg,100.0
Nintendo Game Boy Advance,Strawberry Shortcake - Summertime Adventure - Special Edition (USA),Strawberry Shortcake - Summertime Adventure - Special Edition (USA) (1).png,Strawberry Shortcake - Summertime Adventure - Special Edition (USA).png,100.0
Nintendo Game Boy Advance,Strawberry Shortcake - Sweet Dreams (USA),Strawberry Shortcake - Sweet Dreams (USA).png,Strawberry Shortcake - Sweet Dreams (USA).png,100.0
Nintendo Game Boy Advance,Street Fighter Alpha 3 (USA),Street Fighter Alpha 3 (USA).jpg,Street Fighter Alpha 3 (USA).jpg,100.0
Nintendo Game Boy Advance,"Street Jam Basketball (USA, Europe)","Street Jam Basketball (USA, Europe).jpg","Street Jam Basketball (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,Street Racing Syndicate (USA),Street Racing Syndicate (USA).jpg,Street Racing Syndicate (USA).jpg,100.0
Nintendo Game Boy Advance,Strike Force Hydra (USA),Strike Force Hydra (USA).jpg,Strike Force Hydra (USA).jpg,100.0
Nintendo Game Boy Advance,"Stuart Little 2 (USA, Europe)","Stuart Little 2 (USA, Europe).jpg","Stuart Little 2 (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Stuntman (USA) (En,Fr,Es)","Stuntman (USA) (En,Fr,Es).png","Stuntman (USA) (En,Fr,Es).png",100.0
Nintendo Game Boy Advance,"Suite Life of Zack & Cody, The - Tipton Caper (USA) (En,Fr)","Suite Life of Zack & Cody, The - Tipton Caper (USA) (En,Fr).jpg","Suite Life of Zack & Cody, The - Tipton Caper (USA) (En,Fr).jpg",100.0
Nintendo Game Boy Advance,"Sum of All Fears, The (USA) (En,Fr,De,Es,It)","Sum of All Fears, The (USA) (En,Fr,De,Es,It).png","Sum of All Fears, The (USA) (En,Fr,De,Es,It).png",100.0
Nintendo Game Boy Advance,Summon Night - Swordcraft Story (USA),Ty the Tasmanian Tiger 3 - Night of the Quinkan (USA).jpg,Summon Night - Swordcraft Story (USA).jpg,85.5
Nintendo Game Boy Advance,Super Army War (USA),Super Army War (USA).png,Super Army War (USA).png,100.0
Nintendo Game Boy Advance,Super Bubble Pop (USA),Super Bubble Pop (USA).jpg,Super Bubble Pop (USA).jpg,100.0
Nintendo Game Boy Advance,"Super Bust-A-Move (USA) (En,Fr,Es)","Super Bust-A-Move (USA) (En,Fr,Es).jpg","Super Bust-A-Move (USA) (En,Fr,Es).jpg",100.0
Nintendo Game Boy Advance,Super Collapse! II (USA),Super Collapse! II (USA).jpg,Super Collapse! II (USA).jpg,100.0
Nintendo Game Boy Advance,Super Dodge Ball Advance (USA),Super Dodge Ball Advance (USA).png,Super Dodge Ball Advance (USA).png,100.0
Nintendo Game Boy Advance,Super Dropzone - Intergalactic Rescue Mission (USA),Super Dropzone - Intergalactic Rescue Mission (USA).jpg,Super Dropzone - Intergalactic Rescue Mission (USA).jpg,100.0
Nintendo Game Boy Advance,Super Duper Sumos (USA),Super Duper Sumos (USA).jpg,Super Duper Sumos (USA).jpg,100.0
Nintendo Game Boy Advance,"Super Ghouls'n Ghosts (USA, Europe)","Super Ghouls'n Ghosts (USA, Europe).jpg","Super Ghouls'n Ghosts (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Super Hornet FA 18F (USA, Europe)","Super Hornet FA 18F (USA, Europe).png","Super Hornet FA 18F (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Super Mario Advance (USA, Europe)","Super Mario Advance (USA, Europe).png","Super Mario Advance (USA, Europe).png",100.0
Nintendo Game Boy Advance,"Super Mario Advance 2 - Super Mario World (USA, Australia)","Super Mario Advance 2 - Super Mario World (USA, Australia).png","Super Mario Advance 2 - Super Mario World (USA, Australia).png",100.0
Nintendo Game Boy Advance,Super Mario Advance 3 - Yoshi's Island (USA),Super Mario Advance 3 - Yoshi's Island (USA).png,Super Mario Advance 3 - Yoshi's Island (USA).png,100.0
Nintendo Game Boy Advance,"Super Mario Advance 4 - Super Mario Bros. 3 (USA, Australia) (Rev 1)","Super Mario Advance 4 - Super Mario Bros. 3 (USA, Australia) (Rev 1).jpg","Super Mario Advance 4 - Super Mario Bros. 3 (USA, Australia) (Rev 1).jpg",100.0
Nintendo Game Boy Advance,Super Monkey Ball Jr. (USA),Super Monkey Ball Jr. (USA).jpg,Super Monkey Ball Jr. (USA).jpg,100.0
Nintendo Game Boy Advance,Super Puzzle Fighter II Turbo (USA),Super Puzzle Fighter II Turbo (USA).png,Super Puzzle Fighter II Turbo (USA).png,100.0
Nintendo Game Boy Advance,Super Robot Taisen - Original Generation (USA),Super Robot Taisen - Original Generation (USA).png,Super Robot Taisen - Original Generation (USA).png,100.0
Nintendo Game Boy Advance,Super Robot Taisen - Original Generation 2 (USA),Super Robot Taisen - Original Generation 2 (USA).png,Super Robot Taisen - Original Generation 2 (USA).png,100.0
Nintendo Game Boy Advance,Super Robot War A (KOR),Super Robot War A (KOR).png,Super Robot War A (KOR).png,100.0
Nintendo Game Boy Advance,Super Robot War D (KOR),Super Robot War D (KOR).png,Super Robot War D (KOR).png,100.0
Nintendo Game Boy Advance,Super Robot War OG1 (KOR),Super Robot War OG1 (KOR).jpg,Super Robot War OG1 (KOR).jpg,100.0
Nintendo Game Boy Advance,Super Robot War OG2 (KOR),Super Robot War OG2 (KOR).png,Super Robot War OG2 (KOR).png,100.0
Nintendo Game Boy Advance,Super Robot War R (KOR),Super Robot War R (KOR).png,Super Robot War R (KOR).png,100.0
Nintendo Game Boy Advance,Super Street Fighter 2X Revival (KOR),Super Street Fighter 2X Revival (KOR).jpg,Super Street Fighter 2X Revival (KOR).jpg,100.0
Nintendo Game Boy Advance,Super Street Fighter II Turbo - Revival (USA),Super Street Fighter II Turbo - Revival (USA).png,Super Street Fighter II Turbo - Revival (USA).png,100.0
Nintendo Game Boy Advance,Superman - Countdown to Apokolips (USA),Superman - Countdown to Apokolips (USA).jpg,Superman - Countdown to Apokolips (USA).jpg,100.0
Nintendo Game Boy Advance,"Superman Returns - Fortress of Solitude (USA, Europe) (En,Fr,De,Es,It)","Superman Returns - Fortress of Solitude (USA, Europe) (En,Fr,De,Es,It).jpg","Superman Returns - Fortress of Solitude (USA, Europe) (En,Fr,De,Es,It).jpg",100.0
Nintendo Game Boy Advance,"Surf's Up (USA) (En,Fr,Es)","Surf's Up (USA) (En,Fr,Es).jpg","Surf's Up (USA) (En,Fr,Es).jpg",100.0
Nintendo Game Boy Advance,"Sword of Mana (USA, Australia)","Sword of Mana (USA, Australia).png","Sword of Mana (USA, Australia).png",100.0
Nintendo Game Boy Advance,"Tak - The Great Juju Challenge (USA, Europe)","Tak - The Great Juju Challenge (USA, Europe).jpg","Tak - The Great Juju Challenge (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,Tak 2 - The Staff of Dreams (USA),Tak 2 - The Staff of Dreams (USA).jpg,Tak 2 - The Staff of Dreams (USA).jpg,100.0
Nintendo Game Boy Advance,Tak and the Power of Juju (USA),Tak and the Power of Juju (USA).png,Tak and the Power of Juju (USA).png,100.0
Nintendo Game Boy Advance,"Tales of Phantasia (USA, Australia)","Tales of Phantasia (USA, Australia).png","Tales of Phantasia (USA, Australia).png",100.0
Nintendo Game Boy Advance,Tales of the World - Narikiri Dungeon 2 (KOR),Tales of the World - Narikiri Dungeon 2 (KOR).png,Tales of the World - Narikiri Dungeon 2 (KOR).png,100.0
Nintendo Game Boy Advance,Tang Tang (USA),Tang Tang (USA).jpg,Tang Tang (USA).jpg,100.0
Nintendo Game Boy Advance,Tantei Jinguuji Saburou - Shiroi Kage no Shoujo (KOR),Tantei Jinguuji Saburou - Shiroi Kage no Shoujo (KOR).png,Tantei Jinguuji Saburou - Shiroi Kage no Shoujo (KOR).png,100.0
Nintendo Game Boy Advance,"Tarzan - Return to the Jungle (USA, Europe)","Tarzan - Return to the Jungle (USA, Europe).jpg","Tarzan - Return to the Jungle (USA, Europe).jpg",100.0
Nintendo Game Boy Advance,"Teen Titans (USA) (En,Fr)","Teen Titans (USA) (En,Fr).jpg","Teen Titans (USA) (En,Fr).jpg",100.0
Nintendo Game Boy Advance,"Teen Titans 2 (USA) (En,Fr)","Teen Titans 2 (USA) (En,Fr).png","Teen Titans 2 (USA) (En,Fr).png",100.0
